



 PAIRING FACTOR=  0.500

 M*,R0  A DEPENDENT AND ALP= 0.600

 WITHOUT BOTTOM RAISING



 ALL-F
 ALL-G-T
 1ST-0A
 1ST-1V
 1ST-1A
 1ST-2A

 MODIFIED  LORENTZ TYPE II + HYPERBOLIC-SEC

 SIGMA1,2 INDEPEND ON THE MASS NUMBER AND SIGMA3=     40.00
 GAMMA=      100.00
 C1= 0.700     C2= 0.300

-----------------------------------------------------------


Calculated by using Gross Theory ver.2  with KTUY mass formula




 Beta    Z    N    A       Q-value   Half-life
 
minus                       (MeV)       (sec)

   -1   74  187  261        24.1407  0.1137E-03
   -1   74  188  262        22.8226  0.1126E-03
   -1   74  189  263        24.3216  0.1074E-03
   -1   74  190  264        22.9136  0.1087E-03
   -1   74  191  265        24.4170  0.1036E-03
   -1   74  192  266        22.9619  0.1060E-03
   -1   75  109  184         0.1883  0.5714E+07
   -1   75  111  186         0.9546  0.2836E+05
   -1   75  113  188         1.8027  0.2900E+04
   -1   75  114  189         0.5626  0.2477E+05
   -1   75  115  190         2.7310  0.5418E+03
   -1   75  116  191         1.6085  0.5238E+03
   -1   75  117  192         4.0822  0.5296E+02
   -1   75  118  193         3.0432  0.3527E+02
   -1   75  119  194         5.1206  0.1201E+02
   -1   75  120  195         3.7813  0.1116E+02
   -1   75  121  196         5.8215  0.4814E+01
   -1   75  122  197         4.0667  0.7257E+01
   -1   75  123  198         6.0886  0.3408E+01
   -1   75  124  199         4.7629  0.2820E+01
   -1   75  125  200         6.8953  0.1337E+01
   -1   75  126  201         5.7051  0.9282E+00
   -1   75  127  202         9.6234  0.1137E+00
   -1   75  128  203         8.1364  0.1048E+00
   -1   75  129  204         9.9159  0.8971E-01
   -1   75  130  205         8.5109  0.7813E-01
   -1   75  131  206        10.3423  0.6506E-01
   -1   75  132  207         8.9671  0.5585E-01
   -1   75  133  208        10.7881  0.4729E-01
   -1   75  134  209         9.4182  0.4073E-01
   -1   75  135  210        11.2657  0.3422E-01
   -1   75  136  211         9.8301  0.3089E-01
   -1   75  137  212        11.5694  0.2786E-01
   -1   75  138  213        10.1564  0.2490E-01
   -1   75  139  214        11.9668  0.2162E-01
   -1   75  140  215        10.6589  0.1831E-01
   -1   75  141  216        12.4229  0.1641E-01
   -1   75  142  217        11.0757  0.1430E-01
   -1   75  143  218        12.8616  0.1271E-01
   -1   75  144  219        11.5620  0.1088E-01
   -1   75  145  220        13.3227  0.9833E-02
   -1   75  146  221        12.0770  0.8253E-02
   -1   75  147  222        13.8699  0.7373E-02
   -1   75  148  223        12.6157  0.6267E-02
   -1   75  149  224        14.3995  0.5644E-02
   -1   75  150  225        13.1586  0.4806E-02
   -1   75  151  226        14.9344  0.4358E-02
   -1   75  152  227        13.7275  0.3685E-02
   -1   75  153  228        15.5016  0.3355E-02
   -1   75  154  229        14.2800  0.2876E-02
   -1   75  155  230        15.9817  0.2497E-02
   -1   75  156  231        14.7698  0.2323E-02
   -1   75  157  232        16.5150  0.1993E-02
   -1   75  158  233        15.3180  0.1850E-02
   -1   75  159  234        17.0560  0.1599E-02
   -1   75  160  235        15.9161  0.1459E-02
   -1   75  161  236        17.5969  0.1292E-02
   -1   75  162  237        16.4681  0.1179E-02
   -1   75  163  238        18.3200  0.9888E-03
   -1   75  164  239        17.1883  0.9075E-03
   -1   75  165  240        19.0560  0.7620E-03
   -1   75  166  241        17.9843  0.6892E-03
   -1   75  167  242        19.7801  0.5957E-03
   -1   75  168  243        18.5003  0.5770E-03
   -1   75  169  244        20.1297  0.5262E-03
   -1   75  170  245        18.8665  0.5077E-03
   -1   75  171  246        20.4758  0.4664E-03
   -1   75  172  247        19.2024  0.4519E-03
   -1   75  173  248        20.7014  0.4292E-03
   -1   75  174  249        20.1187  0.3414E-03
   -1   75  175  250        21.6882  0.3184E-03
   -1   75  176  251        20.5437  0.2986E-03
   -1   75  177  252        22.2427  0.2690E-03
   -1   75  178  253        21.1693  0.2481E-03
   -1   75  179  254        22.7151  0.2333E-03
   -1   75  180  255        21.5256  0.2223E-03
   -1   75  181  256        23.1242  0.2064E-03
   -1   75  182  257        21.9331  0.1970E-03
   -1   75  183  258        23.6383  0.1781E-03
   -1   75  184  259        22.4654  0.1695E-03
   -1   75  185  260        24.0728  0.1573E-03
   -1   75  186  261        23.9465  0.1166E-03
   -1   75  187  262        25.3904  0.1129E-03
   -1   75  188  263        24.0889  0.1112E-03
   -1   75  189  264        25.5678  0.1067E-03
   -1   75  190  265        24.2057  0.1067E-03
   -1   75  191  266        25.6814  0.1024E-03
   -1   75  192  267        24.3661  0.1013E-03
   -1   75  193  268        25.5725  0.1035E-03
   -1   75  194  269        24.1127  0.1059E-03
   -1   76  117  193         0.8213  0.6890E+04
   -1   76  119  195         2.3464  0.1220E+03
   -1   76  120  196         1.0687  0.3400E+03
   -1   76  121  197         3.1134  0.3223E+02
   -1   76  122  198         1.4289  0.1058E+03
   -1   76  123  199         3.4509  0.1838E+02
   -1   76  124  200         1.9584  0.2815E+02
   -1   76  125  201         4.0661  0.7126E+01
   -1   76  126  202         2.8622  0.5290E+01
   -1   76  127  203         6.8173  0.3061E+00
   -1   76  128  204         5.4517  0.2572E+00
   -1   76  129  205         7.3153  0.1950E+00
   -1   76  130  206         5.8984  0.1719E+00
   -1   76  131  207         7.7521  0.1342E+00
   -1   76  132  208         6.3410  0.1182E+00
   -1   76  133  209         8.1577  0.9652E-01
   -1   76  134  210         6.7858  0.8294E-01
   -1   76  135  211         8.6834  0.6488E-01
   -1   76  136  212         7.4044  0.5274E-01
   -1   76  137  213         9.1056  0.4779E-01
   -1   76  138  214         7.5761  0.4614E-01
   -1   76  139  215         9.2841  0.4168E-01
   -1   76  140  216         7.9672  0.3519E-01
   -1   76  141  217         9.7607  0.3029E-01
   -1   76  142  218         8.4322  0.2596E-01
   -1   76  143  219        10.2304  0.2245E-01
   -1   76  144  220         8.9547  0.1881E-01
   -1   76  145  221        10.7285  0.1661E-01
   -1   76  146  222         9.4650  0.1395E-01
   -1   76  147  223        11.2435  0.1235E-01
   -1   76  148  224         9.9767  0.1048E-01
   -1   76  149  225        11.7959  0.9136E-02
   -1   76  150  226        10.5888  0.7596E-02
   -1   76  151  227        12.3453  0.6865E-02
   -1   76  152  228        11.1249  0.5795E-02
   -1   76  153  229        12.8887  0.5238E-02
   -1   76  154  230        11.6879  0.4769E-02
   -1   76  155  231        13.4398  0.3991E-02
   -1   76  156  232        12.1924  0.3764E-02
   -1   76  157  233        13.9173  0.3204E-02
   -1   76  158  234        12.6945  0.3000E-02
   -1   76  159  235        14.4311  0.2554E-02
   -1   76  160  236        13.1977  0.2409E-02
   -1   76  161  237        14.9669  0.2035E-02
   -1   76  162  238        13.8832  0.1819E-02
   -1   76  163  239        15.8789  0.1425E-02
   -1   76  164  240        14.8114  0.1276E-02
   -1   76  165  241        16.5327  0.1112E-02
   -1   76  166  242        15.3518  0.1040E-02
   -1   76  167  243        17.1599  0.8843E-03
   -1   76  168  244        16.0222  0.8181E-03
   -1   76  169  245        17.6446  0.7421E-03
   -1   76  170  246        16.3894  0.7148E-03
   -1   76  171  247        18.0066  0.6504E-03
   -1   76  172  248        16.6529  0.6471E-03
   -1   76  173  249        18.1217  0.6172E-03
   -1   76  174  250        17.4641  0.4961E-03
   -1   76  175  251        19.1343  0.4462E-03
   -1   76  176  252        18.0020  0.4164E-03
   -1   76  177  253        19.5877  0.3847E-03
   -1   76  178  254        18.5437  0.3508E-03
   -1   76  179  255        20.1831  0.3197E-03
   -1   76  180  256        19.0605  0.2990E-03
   -1   76  181  257        20.7090  0.2723E-03
   -1   76  182  258        19.4699  0.2633E-03
   -1   76  183  259        21.1007  0.2413E-03
   -1   76  184  260        19.9299  0.2294E-03
   -1   76  185  261        21.4506  0.2166E-03
   -1   76  186  262        21.3299  0.1579E-03
   -1   76  187  263        22.8649  0.1490E-03
   -1   76  188  264        21.6409  0.1442E-03
   -1   76  189  265        23.1828  0.1359E-03
   -1   76  190  266        21.8426  0.1354E-03
   -1   76  191  267        23.3347  0.1291E-03
   -1   76  192  268        22.0335  0.1275E-03
   -1   76  193  269        23.4127  0.1249E-03
   -1   76  194  270        21.9422  0.1285E-03
   -1   76  195  271        23.2389  0.1284E-03
   -1   76  196  272        22.0727  0.1228E-03
   -1   76  197  273        23.6011  0.1161E-03
   -1   77  113  190         0.3110  0.1101E+07
   -1   77  115  192         0.9552  0.2665E+05
   -1   77  117  194         1.7411  0.3119E+04
   -1   77  118  195         0.5482  0.2476E+05
   -1   77  119  196         2.9917  0.3167E+03
   -1   77  120  197         2.0398  0.1885E+03
   -1   77  121  198         4.3011  0.3502E+02
   -1   77  122  199         2.6711  0.5970E+02
   -1   77  123  200         4.7180  0.1894E+02
   -1   77  124  201         3.3131  0.2070E+02
   -1   77  125  202         5.3106  0.8363E+01
   -1   77  126  203         4.1607  0.5791E+01
   -1   77  127  204         7.9797  0.4206E+00
   -1   77  128  205         6.5822  0.3602E+00
   -1   77  129  206         8.4938  0.2600E+00
   -1   77  130  207         7.1345  0.2159E+00
   -1   77  131  208         9.0600  0.1590E+00
   -1   77  132  209         7.6313  0.1405E+00
   -1   77  133  210         9.4239  0.1171E+00
   -1   77  134  211         8.0619  0.9874E-01
   -1   77  135  212         9.8121  0.8583E-01
   -1   77  136  213         8.4555  0.7256E-01
   -1   77  137  214        10.2807  0.6035E-01
   -1   77  138  215         8.8116  0.5548E-01
   -1   77  139  216        10.4694  0.5197E-01
   -1   77  140  217         9.1704  0.4280E-01
   -1   77  141  218        10.9548  0.3708E-01
   -1   77  142  219         9.6549  0.3085E-01
   -1   77  143  220        11.4473  0.2679E-01
   -1   77  144  221        10.1428  0.2255E-01
   -1   77  145  222        11.9486  0.1957E-01
   -1   77  146  223        10.6766  0.1632E-01
   -1   77  147  224        12.5280  0.1391E-01
   -1   77  148  225        11.1981  0.1208E-01
   -1   77  149  226        12.9984  0.1064E-01
   -1   77  150  227        11.7618  0.8876E-02
   -1   77  151  228        13.5766  0.7807E-02
   -1   77  152  229        12.3427  0.6567E-02
   -1   77  153  230        14.1212  0.5369E-02
   -1   77  154  231        12.8448  0.5085E-02
   -1   77  155  232        14.6360  0.4187E-02
   -1   77  156  233        13.4085  0.3894E-02
   -1   77  157  234        15.1416  0.3309E-02
   -1   77  158  235        13.8973  0.3111E-02
   -1   77  159  236        15.6481  0.2637E-02
   -1   77  160  237        14.4020  0.2488E-02
   -1   77  161  238        16.2551  0.2037E-02
   -1   77  162  239        14.9055  0.2007E-02
   -1   77  163  240        16.6871  0.1698E-02
   -1   77  164  241        15.6765  0.1477E-02
   -1   77  165  242        17.6669  0.1169E-02
   -1   77  166  243        16.5185  0.1077E-02
   -1   77  167  244        18.3218  0.9172E-03
   -1   77  168  245        17.1200  0.8633E-03
   -1   77  169  246        18.8383  0.7598E-03
   -1   77  170  247        17.6463  0.7147E-03
   -1   77  171  248        19.2994  0.6441E-03
   -1   77  172  249        17.9816  0.6318E-03
   -1   77  173  250        19.4537  0.6034E-03
   -1   77  174  251        18.6198  0.5100E-03
   -1   77  175  252        20.2712  0.4618E-03
   -1   77  176  253        19.1825  0.4240E-03
   -1   77  177  254        20.8185  0.3865E-03
   -1   77  178  255        19.6981  0.3592E-03
   -1   77  179  256        21.3349  0.3280E-03
   -1   77  180  257        20.1568  0.3106E-03
   -1   77  181  258        21.8656  0.2784E-03
   -1   77  182  259        20.7545  0.2593E-03
   -1   77  183  260        22.3262  0.2418E-03
   -1   77  184  261        21.1080  0.2323E-03
   -1   77  185  262        22.6410  0.2189E-03
   -1   77  186  263        22.4553  0.1615E-03
   -1   77  187  264        23.9340  0.1547E-03
   -1   77  188  265        22.6728  0.1508E-03
   -1   77  189  266        24.2395  0.1413E-03
   -1   77  190  267        22.9941  0.1373E-03
   -1   77  191  268        24.4989  0.1307E-03
   -1   77  192  269        23.2386  0.1276E-03
   -1   77  193  270        24.6046  0.1256E-03
   -1   77  194  271        23.2961  0.1240E-03
   -1   77  195  272        24.5369  0.1258E-03
   -1   77  196  273        23.2497  0.1237E-03
   -1   77  197  274        24.7554  0.1177E-03
   -1   77  198  275        23.5794  0.1127E-03
   -1   77  199  276        25.1110  0.1066E-03
   -1   78  121  199         1.2603  0.1320E+04
   -1   78  123  201         2.0298  0.2046E+03
   -1   78  124  202         0.7235  0.1314E+04
   -1   78  125  203         2.7403  0.5547E+02
   -1   78  126  204         1.5866  0.6220E+02
   -1   78  127  205         5.4186  0.1178E+01
   -1   78  128  206         3.9637  0.1108E+01
   -1   78  129  207         5.8285  0.7389E+00
   -1   78  130  208         4.4252  0.6480E+00
   -1   78  131  209         6.2773  0.4598E+00
   -1   78  132  210         4.9930  0.3579E+00
   -1   78  133  211         6.8489  0.2647E+00
   -1   78  134  212         5.4293  0.2346E+00
   -1   78  135  213         7.2840  0.1783E+00
   -1   78  136  214         5.8960  0.1542E+00
   -1   78  137  215         7.6715  0.1276E+00
   -1   78  138  216         6.2221  0.1163E+00
   -1   78  139  217         7.8724  0.1069E+00
   -1   78  140  218         6.5553  0.8834E-01
   -1   78  141  219         8.3509  0.7343E-01
   -1   78  142  220         7.0479  0.6063E-01
   -1   78  143  221         8.8652  0.5029E-01
   -1   78  144  222         7.5611  0.4198E-01
   -1   78  145  223         9.3717  0.3539E-01
   -1   78  146  224         8.0765  0.2965E-01
   -1   78  147  225         9.9340  0.2454E-01
   -1   78  148  226         8.6749  0.2034E-01
   -1   78  149  227        10.4579  0.1776E-01
   -1   78  150  228         9.1641  0.1515E-01
   -1   78  151  229        11.0235  0.1277E-01
   -1   78  152  230         9.7748  0.1167E-01
   -1   78  153  231        11.6123  0.9087E-02
   -1   78  154  232        10.3211  0.8680E-02
   -1   78  155  233        12.0968  0.7036E-02
   -1   78  156  234        10.8721  0.6529E-02
   -1   78  157  235        12.6200  0.5407E-02
   -1   78  158  236        11.3829  0.5065E-02
   -1   78  159  237        13.1355  0.4214E-02
   -1   78  160  238        11.9573  0.3861E-02
   -1   78  161  239        13.7335  0.3203E-02
   -1   78  162  240        12.5464  0.2960E-02
   -1   78  163  241        14.3062  0.2489E-02
   -1   78  164  242        13.1469  0.2284E-02
   -1   78  165  243        15.3191  0.1653E-02
   -1   78  166  244        14.0971  0.1562E-02
   -1   78  167  245        15.8034  0.1360E-02
   -1   78  168  246        14.5881  0.1286E-02
   -1   78  169  247        16.3034  0.1120E-02
   -1   78  170  248        15.1120  0.1052E-02
   -1   78  171  249        16.8156  0.9238E-03
   -1   78  172  250        15.6454  0.8640E-03
   -1   78  173  251        17.2249  0.7928E-03
   -1   78  174  252        16.2096  0.7066E-03
   -1   78  175  253        17.8399  0.6392E-03
   -1   78  176  254        16.7381  0.5881E-03
   -1   78  177  255        18.4142  0.5257E-03
   -1   78  178  256        17.2485  0.4947E-03
   -1   78  179  257        18.8587  0.4522E-03
   -1   78  180  258        17.6820  0.4278E-03
   -1   78  181  259        19.3258  0.3878E-03
   -1   78  182  260        18.1414  0.3683E-03
   -1   78  183  261        19.8791  0.3256E-03
   -1   78  184  262        18.7167  0.3080E-03
   -1   78  185  263        20.2801  0.2866E-03
   -1   78  186  264        20.0754  0.2098E-03
   -1   78  187  265        21.5604  0.2000E-03
   -1   78  188  266        20.2559  0.1973E-03
   -1   78  189  267        21.7700  0.1867E-03
   -1   78  190  268        20.4908  0.1831E-03
   -1   78  191  269        21.9689  0.1749E-03
   -1   78  192  270        20.7472  0.1691E-03
   -1   78  193  271        22.2272  0.1614E-03
   -1   78  194  272        20.9910  0.1568E-03
   -1   78  195  273        22.4351  0.1511E-03
   -1   78  196  274        21.0902  0.1508E-03
   -1   78  197  275        22.4179  0.1496E-03
   -1   78  198  276        21.1966  0.1449E-03
   -1   78  199  277        22.7252  0.1367E-03
   -1   78  200  278        21.5519  0.1309E-03
   -1   78  201  279        23.1100  0.1227E-03
   -1   79  117  196         0.8339  0.4027E+05
   -1   79  119  198         1.5839  0.4188E+04
   -1   79  120  199         0.2554  0.2877E+06
   -1   79  121  200         2.3924  0.8821E+03
   -1   79  122  201         1.1905  0.1421E+04
   -1   79  123  202         3.2473  0.1845E+03
   -1   79  124  203         1.9014  0.2296E+03
   -1   79  125  204         4.0455  0.4719E+02
   -1   79  126  205         2.8294  0.4211E+02
   -1   79  127  206         6.7534  0.1365E+01
   -1   79  128  207         5.2676  0.1319E+01
   -1   79  129  208         7.1482  0.8761E+00
   -1   79  130  209         5.7448  0.7630E+00
   -1   79  131  210         7.5023  0.5988E+00
   -1   79  132  211         6.0760  0.5312E+00
   -1   79  133  212         7.9994  0.3647E+00
   -1   79  134  213         6.6518  0.2999E+00
   -1   79  135  214         8.4502  0.2387E+00
   -1   79  136  215         7.1313  0.1925E+00
   -1   79  137  216         8.9261  0.1568E+00
   -1   79  138  217         7.4066  0.1500E+00
   -1   79  139  218         9.1243  0.1310E+00
   -1   79  140  219         7.7822  0.1090E+00
   -1   79  141  220         9.6050  0.8876E-01
   -1   79  142  221         8.2577  0.7473E-01
   -1   79  143  222        10.0985  0.6093E-01
   -1   79  144  223         8.7822  0.5064E-01
   -1   79  145  224        10.6255  0.4178E-01
   -1   79  146  225         9.3016  0.3524E-01
   -1   79  147  226        11.1182  0.2989E-01
   -1   79  148  227         9.8746  0.2422E-01
   -1   79  149  228        11.6508  0.2125E-01
   -1   79  150  229        10.3867  0.1762E-01
   -1   79  151  230        12.2194  0.1339E-01
   -1   79  152  231        10.9513  0.1251E-01
   -1   79  153  232        12.8094  0.9641E-02
   -1   79  154  233        11.5256  0.9119E-02
   -1   79  155  234        13.3397  0.7266E-02
   -1   79  156  235        12.0960  0.6763E-02
   -1   79  157  236        13.8621  0.5564E-02
   -1   79  158  237        12.6189  0.5198E-02
   -1   79  159  238        14.1436  0.4801E-02
   -1   79  160  239        13.0967  0.4120E-02
   -1   79  161  240        15.0211  0.3211E-02
   -1   79  162  241        13.8058  0.2987E-02
   -1   79  163  242        15.6869  0.2397E-02
   -1   79  164  243        14.4598  0.2250E-02
   -1   79  165  244        16.5490  0.1683E-02
   -1   79  166  245        15.2426  0.1635E-02
   -1   79  167  246        16.8779  0.1463E-02
   -1   79  168  247        15.6637  0.1376E-02
   -1   79  169  248        17.4179  0.1183E-02
   -1   79  170  249        16.2632  0.1092E-02
   -1   79  171  250        18.0488  0.9334E-03
   -1   79  172  251        16.9561  0.8474E-03
   -1   79  173  252        18.7486  0.7264E-03
   -1   79  174  253        17.4652  0.7048E-03
   -1   79  175  254        19.0479  0.6486E-03
   -1   79  176  255        17.8647  0.6102E-03
   -1   79  177  256        19.5468  0.5450E-03
   -1   79  178  257        18.5316  0.4880E-03
   -1   79  179  258        20.0687  0.4569E-03
   -1   79  180  259        18.8413  0.4375E-03
   -1   79  181  260        20.5163  0.3934E-03
   -1   79  182  261        19.2773  0.3786E-03
   -1   79  183  262        21.0063  0.3358E-03
   -1   79  184  263        19.7826  0.3223E-03
   -1   79  185  264        21.4038  0.2954E-03
   -1   79  186  265        21.2863  0.2101E-03
   -1   79  187  266        22.7808  0.2000E-03
   -1   79  188  267        21.4380  0.1989E-03
   -1   79  189  268        22.9607  0.1881E-03
   -1   79  190  269        21.6787  0.1842E-03
   -1   79  191  270        23.1439  0.1767E-03
   -1   79  192  271        21.7431  0.1786E-03
   -1   79  193  272        23.2931  0.1677E-03
   -1   79  194  273        22.0949  0.1609E-03
   -1   79  195  274        23.5505  0.1548E-03
   -1   79  196  275        22.4440  0.1453E-03
   -1   79  197  276        23.7560  0.1449E-03
   -1   79  198  277        22.4447  0.1433E-03
   -1   79  199  278        23.8850  0.1383E-03
   -1   79  200  279        22.6969  0.1327E-03
   -1   79  201  280        24.2332  0.1252E-03
   -1   79  202  281        23.0900  0.1189E-03
   -1   79  203  282        24.6682  0.1111E-03
   -1   79  204  283        23.5321  0.1055E-03
   -1   80  123  203         0.5318  0.2666E+05
   -1   80  125  205         1.3520  0.9291E+03
   -1   80  126  206         0.1148  0.5514E+06
   -1   80  127  207         4.0674  0.6227E+01
   -1   80  128  208         2.6313  0.6677E+01
   -1   80  129  209         4.5588  0.3102E+01
   -1   80  130  210         3.1355  0.2997E+01
   -1   80  131  211         4.9858  0.1769E+01
   -1   80  132  212         3.5825  0.1602E+01
   -1   80  133  213         5.3753  0.1097E+01
   -1   80  134  214         4.0189  0.9237E+00
   -1   80  135  215         5.8455  0.6440E+00
   -1   80  136  216         4.4971  0.5349E+00
   -1   80  137  217         6.3870  0.3676E+00
   -1   80  138  218         4.8616  0.3627E+00
   -1   80  139  219         6.5640  0.3049E+00
   -1   80  140  220         5.1929  0.2597E+00
   -1   80  141  221         7.0654  0.1911E+00
   -1   80  142  222         5.6880  0.1644E+00
   -1   80  143  223         7.5507  0.1253E+00
   -1   80  144  224         6.1939  0.1067E+00
   -1   80  145  225         8.0748  0.8204E-01
   -1   80  146  226         6.7460  0.6893E-01
   -1   80  147  227         8.5841  0.5576E-01
   -1   80  148  228         7.2889  0.4620E-01
   -1   80  149  229         9.0929  0.3879E-01
   -1   80  150  230         7.8050  0.3547E-01
   -1   80  151  231         9.6293  0.2636E-01
   -1   80  152  232         8.3840  0.2430E-01
   -1   80  153  233        10.2377  0.1808E-01
   -1   80  154  234         8.9781  0.1689E-01
   -1   80  155  235        10.7858  0.1309E-01
   -1   80  156  236         9.5579  0.1207E-01
   -1   80  157  237        11.3374  0.9620E-02
   -1   80  158  238        10.1073  0.8923E-02
   -1   80  159  239        11.4939  0.8727E-02
   -1   80  160  240        10.3570  0.7743E-02
   -1   80  161  241        12.3870  0.5560E-02
   -1   80  162  242        11.2873  0.4896E-02
   -1   80  163  243        13.0324  0.4076E-02
   -1   80  164  244        11.7179  0.3971E-02
   -1   80  165  245        13.8499  0.2824E-02
   -1   80  166  246        12.6144  0.2669E-02
   -1   80  167  247        14.2916  0.2319E-02
   -1   80  168  248        13.0644  0.2190E-02
   -1   80  169  249        14.7460  0.1907E-02
   -1   80  170  250        13.4704  0.1839E-02
   -1   80  171  251        15.1360  0.1616E-02
   -1   80  172  252        13.9550  0.1507E-02
   -1   80  173  253        16.0297  0.1146E-02
   -1   80  174  254        14.9030  0.1053E-02
   -1   80  175  255        16.5926  0.9269E-03
   -1   80  176  256        15.3944  0.8757E-03
   -1   80  177  257        16.9405  0.8110E-03
   -1   80  178  258        15.8279  0.7461E-03
   -1   80  179  259        17.4914  0.6659E-03
   -1   80  180  260        16.3364  0.6230E-03
   -1   80  181  261        17.9809  0.5608E-03
   -1   80  182  262        16.6828  0.5500E-03
   -1   80  183  263        18.4068  0.4839E-03
   -1   80  184  264        17.1965  0.4624E-03
   -1   80  185  265        18.7277  0.4323E-03
   -1   80  186  266        18.6060  0.3014E-03
   -1   80  187  267        20.2084  0.2773E-03
   -1   80  188  268        18.9460  0.2702E-03
   -1   80  189  269        20.5298  0.2501E-03
   -1   80  190  270        19.2144  0.2474E-03
   -1   80  191  271        20.7372  0.2330E-03
   -1   80  192  272        19.2808  0.2396E-03
   -1   80  193  273        20.7445  0.2292E-03
   -1   80  194  274        19.6204  0.2156E-03
   -1   80  195  275        21.0062  0.2106E-03
   -1   80  196  276        19.9620  0.1942E-03
   -1   80  197  277        21.4248  0.1859E-03
   -1   80  198  278        20.2600  0.1772E-03
   -1   80  199  279        21.7048  0.1705E-03
   -1   80  200  280        20.3595  0.1704E-03
   -1   80  201  281        21.8783  0.1608E-03
   -1   80  202  282        20.6792  0.1549E-03
   -1   80  203  283        22.2501  0.1444E-03
   -1   80  204  284        21.1211  0.1367E-03
   -1   80  205  285        22.7162  0.1268E-03
   -1   80  206  286        21.5907  0.1202E-03
   -1   81  119  200         0.3003  0.1080E+07
   -1   81  121  202         0.9112  0.2779E+05
   -1   81  123  204         1.6198  0.3628E+04
   -1   81  124  205         0.3439  0.9947E+05
   -1   81  125  206         2.5666  0.6051E+03
   -1   81  126  207         1.3244  0.8696E+03
   -1   81  127  208         5.2896  0.7538E+01
   -1   81  128  209         3.8522  0.7866E+01
   -1   81  129  210         5.7475  0.4102E+01
   -1   81  130  211         4.3474  0.3836E+01
   -1   81  131  212         6.2445  0.2196E+01
   -1   81  132  213         4.9001  0.1843E+01
   -1   81  133  214         6.8024  0.1141E+01
   -1   81  134  215         5.4345  0.9663E+00
   -1   81  135  216         7.2996  0.6617E+00
   -1   81  136  217         5.9378  0.5528E+00
   -1   81  137  218         7.8062  0.3942E+00
   -1   81  138  219         6.3333  0.3661E+00
   -1   81  139  220         7.9376  0.3412E+00
   -1   81  140  221         6.4328  0.3264E+00
   -1   81  141  222         8.3376  0.2329E+00
   -1   81  142  223         6.9267  0.2042E+00
   -1   81  143  224         8.8422  0.1488E+00
   -1   81  144  225         7.4516  0.1288E+00
   -1   81  145  226         9.3339  0.9878E-01
   -1   81  146  227         7.9607  0.8482E-01
   -1   81  147  228         9.8887  0.6422E-01
   -1   81  148  229         8.4945  0.5638E-01
   -1   81  149  230        10.3474  0.3940E-01
   -1   81  150  231         9.0285  0.3761E-01
   -1   81  151  232        10.8112  0.2873E-01
   -1   81  152  233         9.5321  0.2682E-01
   -1   81  153  234        11.3187  0.2073E-01
   -1   81  154  235        10.0512  0.1930E-01
   -1   81  155  236        11.8910  0.1466E-01
   -1   81  156  237        10.6905  0.1322E-01
   -1   81  157  238        12.5003  0.1036E-01
   -1   81  158  239        11.3005  0.9400E-02
   -1   81  159  240        13.0235  0.7791E-02
   -1   81  160  241        11.7525  0.7356E-02
   -1   81  161  242        13.4647  0.6167E-02
   -1   81  162  243        12.2248  0.5755E-02
   -1   81  163  244        14.0159  0.4681E-02
   -1   81  164  245        12.8281  0.4283E-02
   -1   81  165  246        15.0133  0.2969E-02
   -1   81  166  247        13.7047  0.2878E-02
   -1   81  167  248        15.3205  0.2568E-02
   -1   81  168  249        14.0428  0.2462E-02
   -1   81  169  250        15.7352  0.2133E-02
   -1   81  170  251        14.5313  0.1991E-02
   -1   81  171  252        16.2437  0.1719E-02
   -1   81  172  253        15.0269  0.1617E-02
   -1   81  173  254        16.9665  0.1289E-02
   -1   81  174  255        15.7968  0.1196E-02
   -1   81  175  256        17.5211  0.1039E-02
   -1   81  176  257        16.4101  0.9479E-03
   -1   81  177  258        18.1794  0.8146E-03
   -1   81  178  259        16.9464  0.7774E-03
   -1   81  179  260        18.5031  0.7194E-03
   -1   81  180  261        17.2588  0.6902E-03
   -1   81  181  262        18.9511  0.6118E-03
   -1   81  182  263        17.7918  0.5722E-03
   -1   81  183  264        19.4751  0.5101E-03
   -1   81  184  265        18.1578  0.5023E-03
   -1   81  185  266        19.7855  0.4563E-03
   -1   81  186  267        19.7072  0.3116E-03
   -1   81  187  268        21.2473  0.2921E-03
   -1   81  188  269        19.9256  0.2887E-03
   -1   81  189  270        21.4788  0.2696E-03
   -1   81  190  271        20.2252  0.2616E-03
   -1   81  191  272        21.8627  0.2389E-03
   -1   81  192  273        20.5048  0.2388E-03
   -1   81  193  274        21.9297  0.2312E-03
   -1   81  194  275        20.8011  0.2172E-03
   -1   81  195  276        22.1477  0.2148E-03
   -1   81  196  277        21.0512  0.2003E-03
   -1   81  197  278        22.4545  0.1950E-03
   -1   81  198  279        21.2615  0.1868E-03
   -1   81  199  280        22.9023  0.1709E-03
   -1   81  200  281        21.5985  0.1687E-03
   -1   81  201  282        23.1118  0.1597E-03
   -1   81  202  283        21.8471  0.1561E-03
   -1   81  203  284        23.3733  0.1473E-03
   -1   81  204  285        22.1723  0.1418E-03
   -1   81  205  286        23.7641  0.1317E-03
   -1   81  206  287        22.6594  0.1239E-03
   -1   81  207  288        24.2349  0.1156E-03
   -1   81  208  289        23.1109  0.1095E-03
   -1   81  209  290        24.6710  0.1027E-03
   -1   81  210  291        23.5310  0.9772E-04
