



 PAIRING FACTOR=  0.500

 M*,R0  A DEPENDENT AND ALP= 0.600

 WITHOUT BOTTOM RAISING



 ALL-F
 ALL-G-T
 1ST-0A
 1ST-1V
 1ST-1A
 1ST-2A

 MODIFIED  LORENTZ TYPE II + HYPERBOLIC-SEC

 SIGMA1,2 INDEPEND ON THE MASS NUMBER AND SIGMA3=     40.00
 GAMMA=      100.00
 C1= 0.700     C2= 0.300

-----------------------------------------------------------


Calculated by using Gross Theory ver.2  with KTUY mass formula




 Beta    Z    N    A       Q-value   Half-life
 
minus                       (MeV)       (sec)

   -1  106  207  313         8.1732  0.1900E-01
   -1  106  208  314         6.9761  0.1736E-01
   -1  106  209  315         8.5816  0.1426E-01
   -1  106  210  316         7.4240  0.1276E-01
   -1  106  211  317         9.0372  0.1053E-01
   -1  106  212  318         7.8636  0.9573E-02
   -1  106  213  319         9.4846  0.7938E-02
   -1  106  214  320         8.3352  0.7150E-02
   -1  106  215  321         9.9727  0.5928E-02
   -1  106  216  322         8.8371  0.5329E-02
   -1  106  217  323        10.4785  0.4448E-02
   -1  106  218  324         9.2815  0.4153E-02
   -1  106  219  325        10.8488  0.3626E-02
   -1  106  220  326         9.6531  0.3392E-02
   -1  106  221  327        11.2395  0.2946E-02
   -1  106  222  328        10.0485  0.2758E-02
   -1  106  223  329        11.6230  0.2419E-02
   -1  106  224  330        10.4467  0.2255E-02
   -1  106  225  331        12.0769  0.1936E-02
   -1  107  167  274         0.0291  0.3916E+09
   -1  107  169  276         0.5816  0.3815E+05
   -1  107  171  278         0.8819  0.9736E+04
   -1  107  173  280         1.3145  0.2542E+04
   -1  107  174  281         0.1144  0.7950E+06
   -1  107  175  282         1.9742  0.5912E+03
   -1  107  176  283         0.8086  0.1383E+04
   -1  107  177  284         2.5772  0.1464E+03
   -1  107  178  285         1.3690  0.2082E+03
   -1  107  179  286         3.2080  0.3796E+02
   -1  107  180  287         1.7899  0.7557E+02
   -1  107  181  288         3.5744  0.1921E+02
   -1  107  182  289         2.3796  0.2234E+02
   -1  107  183  290         4.1936  0.6654E+01
   -1  107  184  291         2.9225  0.7706E+01
   -1  107  185  292         5.5738  0.8493E+00
   -1  107  186  293         4.1632  0.1004E+01
   -1  107  187  294         5.6714  0.7375E+00
   -1  107  188  295         4.2933  0.8274E+00
   -1  107  189  296         5.2936  0.1203E+01
   -1  107  190  297         3.6989  0.1949E+01
   -1  107  191  298         5.4271  0.9884E+00
   -1  107  192  299         4.2689  0.8323E+00
   -1  107  193  300         5.9933  0.4725E+00
   -1  107  194  301         4.8273  0.3997E+00
   -1  107  195  302         6.5100  0.2567E+00
   -1  107  196  303         5.3001  0.2287E+00
   -1  107  197  304         6.9889  0.1530E+00
   -1  107  198  305         5.7622  0.1389E+00
   -1  107  199  306         7.4650  0.9525E-01
   -1  107  200  307         6.2368  0.8686E-01
   -1  107  201  308         7.9157  0.6278E-01
   -1  107  202  309         6.7174  0.5602E-01
   -1  107  203  310         8.3832  0.4197E-01
   -1  107  204  311         7.1771  0.3792E-01
   -1  107  205  312         8.8473  0.2888E-01
   -1  107  206  313         7.6520  0.2603E-01
   -1  107  207  314         9.3014  0.2048E-01
   -1  107  208  315         8.0906  0.1876E-01
   -1  107  209  316         9.7970  0.1440E-01
   -1  107  210  317         8.6206  0.1297E-01
   -1  107  211  318        10.2270  0.1077E-01
   -1  107  212  319         9.0384  0.9827E-02
   -1  107  213  320        10.6454  0.8230E-02
   -1  107  214  321         9.4825  0.7428E-02
   -1  107  215  322        11.0839  0.6290E-02
   -1  107  216  323         9.8984  0.5779E-02
   -1  107  217  324        11.5606  0.4766E-02
   -1  107  218  325        10.4354  0.4260E-02
   -1  107  219  326        12.0522  0.3631E-02
   -1  107  220  327        10.8562  0.3383E-02
   -1  107  221  328        12.4377  0.2951E-02
   -1  107  222  329        11.2295  0.2775E-02
   -1  107  223  330        12.8007  0.2442E-02
   -1  107  224  331        11.6180  0.2274E-02
   -1  107  225  332        13.0114  0.2183E-02
   -1  108  177  285         0.2786  0.5075E+05
   -1  108  179  287         0.9598  0.8011E+03
   -1  108  181  289         1.3375  0.2418E+03
   -1  108  182  290         0.1332  0.6421E+05
   -1  108  183  291         1.9594  0.5611E+02
   -1  108  184  292         0.6823  0.2831E+03
   -1  108  185  293         3.3457  0.3548E+01
   -1  108  186  294         1.9348  0.5289E+01
   -1  108  187  295         3.4932  0.2725E+01
   -1  108  188  296         2.1575  0.3336E+01
   -1  108  189  297         3.4549  0.2868E+01
   -1  108  190  298         1.5725  0.1185E+02
   -1  108  191  299         3.1413  0.4913E+01
   -1  108  192  300         1.8935  0.5551E+01
   -1  108  193  301         3.6220  0.2119E+01
   -1  108  194  302         2.4547  0.1873E+01
   -1  108  195  303         4.1891  0.8885E+00
   -1  108  196  304         2.9911  0.7971E+00
   -1  108  197  305         4.6951  0.4487E+00
   -1  108  198  306         3.4870  0.4035E+00
   -1  108  199  307         5.1684  0.2527E+00
   -1  108  200  308         3.9613  0.2265E+00
   -1  108  201  309         5.6383  0.1506E+00
   -1  108  202  310         4.4472  0.1331E+00
   -1  108  203  311         6.0945  0.9492E-01
   -1  108  204  312         4.9157  0.8339E-01
   -1  108  205  313         6.5756  0.6065E-01
   -1  108  206  314         5.3777  0.5455E-01
   -1  108  207  315         7.0075  0.4169E-01
   -1  108  208  316         5.7989  0.3802E-01
   -1  108  209  317         7.4743  0.2857E-01
   -1  108  210  318         6.3059  0.2541E-01
   -1  108  211  319         7.9542  0.1987E-01
   -1  108  212  320         6.7900  0.1774E-01
   -1  108  213  321         8.3882  0.1457E-01
   -1  108  214  322         7.2342  0.1300E-01
   -1  108  215  323         8.8578  0.1061E-01
   -1  108  216  324         7.6566  0.9814E-02
   -1  108  217  325         9.2496  0.8238E-02
   -1  108  218  326         8.0763  0.7521E-02
   -1  108  219  327         9.7357  0.6125E-02
   -1  108  220  328         8.6102  0.5472E-02
   -1  108  221  329        10.2462  0.4561E-02
   -1  108  222  330         9.0518  0.4253E-02
   -1  108  223  331        10.6190  0.3701E-02
   -1  108  224  332         9.6081  0.3153E-02
   -1  108  225  333        10.8348  0.3275E-02
   -1  109  173  282         0.2669  0.3973E+06
   -1  109  175  284         0.8182  0.1108E+05
   -1  109  177  286         1.4855  0.1501E+04
   -1  109  178  287         0.3172  0.2776E+05
   -1  109  179  288         2.2116  0.3085E+03
   -1  109  180  289         0.8036  0.1234E+04
   -1  109  181  290         2.6304  0.1144E+03
   -1  109  182  291         1.4142  0.1625E+03
   -1  109  183  292         3.2410  0.3140E+02
   -1  109  184  293         1.9595  0.4675E+02
   -1  109  185  294         4.6265  0.2967E+01
   -1  109  186  295         3.2066  0.4088E+01
   -1  109  187  296         4.8207  0.2177E+01
   -1  109  188  297         3.4936  0.2474E+01
   -1  109  189  298         5.0605  0.1508E+01
   -1  109  190  299         3.2749  0.3536E+01
   -1  109  191  300         4.4615  0.3696E+01
   -1  109  192  301         3.1118  0.4657E+01
   -1  109  193  302         4.8175  0.2100E+01
   -1  109  194  303         3.5668  0.2110E+01
   -1  109  195  304         5.3139  0.1012E+01
   -1  109  196  305         4.1211  0.8981E+00
   -1  109  197  306         5.8345  0.5045E+00
   -1  109  198  307         4.6407  0.4429E+00
   -1  109  199  308         6.3349  0.2748E+00
   -1  109  200  309         5.1347  0.2426E+00
   -1  109  201  310         6.8030  0.1633E+00
   -1  109  202  311         5.6183  0.1422E+00
   -1  109  203  312         7.2529  0.1029E+00
   -1  109  204  313         6.0557  0.9123E-01
   -1  109  205  314         7.7119  0.6653E-01
   -1  109  206  315         6.5251  0.5878E-01
   -1  109  207  316         8.1772  0.4412E-01
   -1  109  208  317         6.9403  0.4088E-01
   -1  109  209  318         8.6117  0.3079E-01
   -1  109  210  319         7.4277  0.2750E-01
   -1  109  211  320         9.0997  0.2112E-01
   -1  109  212  321         7.9212  0.1892E-01
   -1  109  213  322         9.5459  0.1526E-01
   -1  109  214  323         8.3628  0.1379E-01
   -1  109  215  324        10.0054  0.1112E-01
   -1  109  216  325         8.8316  0.1005E-01
   -1  109  217  326        10.4387  0.8378E-02
   -1  109  218  327         9.2246  0.7797E-02
   -1  109  219  328        10.8316  0.6548E-02
   -1  109  220  329         9.6626  0.5958E-02
   -1  109  221  330        11.3031  0.4950E-02
   -1  109  222  331        10.1903  0.4391E-02
   -1  109  223  332        11.8122  0.3717E-02
   -1  109  224  333        10.8029  0.3147E-02
   -1  109  225  334        12.2017  0.3006E-02
   -1  110  181  291         0.3912  0.1471E+05
   -1  110  183  293         1.0077  0.5915E+03
   -1  110  185  295         2.3960  0.1980E+02
   -1  110  186  296         0.9949  0.6255E+02
   -1  110  187  297         2.6285  0.1214E+02
   -1  110  188  298         1.2700  0.2452E+02
   -1  110  189  299         2.8450  0.7805E+01
   -1  110  190  300         1.4329  0.1518E+02
   -1  110  191  301         2.6382  0.1165E+02
   -1  110  192  302         0.9126  0.8280E+02
   -1  110  193  303         2.5690  0.1329E+02
   -1  110  194  304         1.3026  0.2140E+02
   -1  110  195  305         3.0062  0.5528E+01
   -1  110  196  306         1.7916  0.6034E+01
   -1  110  197  307         3.5189  0.2197E+01
   -1  110  198  308         2.3209  0.2068E+01
   -1  110  199  309         4.0195  0.9937E+00
   -1  110  200  310         2.8149  0.9069E+00
   -1  110  201  311         4.5067  0.5015E+00
   -1  110  202  312         3.3067  0.4480E+00
   -1  110  203  313         4.9482  0.2870E+00
   -1  110  204  314         3.7463  0.2562E+00
   -1  110  205  315         5.4179  0.1675E+00
   -1  110  206  316         4.2120  0.1505E+00
   -1  110  207  317         5.8776  0.1035E+00
   -1  110  208  318         4.6759  0.9295E-01
   -1  110  209  319         6.3176  0.6769E-01
   -1  110  210  320         5.1052  0.6164E-01
   -1  110  211  321         6.7827  0.4466E-01
   -1  110  212  322         5.6126  0.3946E-01
   -1  110  213  323         7.2906  0.2934E-01
   -1  110  214  324         6.0853  0.2684E-01
   -1  110  215  325         7.7248  0.2095E-01
   -1  110  216  326         6.5568  0.1874E-01
   -1  110  217  327         8.1960  0.1486E-01
   -1  110  218  328         6.9608  0.1400E-01
   -1  110  219  329         8.5886  0.1132E-01
   -1  110  220  330         7.4130  0.1030E-01
   -1  110  221  331         8.9968  0.8645E-02
   -1  110  222  332         7.8460  0.7782E-02
   -1  110  223  333         9.4923  0.6352E-02
   -1  110  224  334         8.4839  0.5306E-02
   -1  110  225  335        10.0779  0.4515E-02
   -1  111  177  288         0.4125  0.8894E+05
   -1  111  179  290         1.1147  0.3531E+04
   -1  111  181  292         1.6542  0.9294E+03
   -1  111  182  293         0.4499  0.7681E+04
   -1  111  183  294         2.2849  0.2296E+03
   -1  111  184  295         0.9979  0.5030E+03
   -1  111  185  296         3.6738  0.1277E+02
   -1  111  186  297         2.3042  0.2055E+02
   -1  111  187  298         3.9489  0.7891E+01
   -1  111  188  299         2.5335  0.1284E+02
   -1  111  189  300         4.1127  0.5928E+01
   -1  111  190  301         2.7196  0.8803E+01
   -1  111  191  302         4.2927  0.4355E+01
   -1  111  192  303         2.5819  0.1140E+02
   -1  111  193  304         3.8964  0.8335E+01
   -1  111  194  305         2.5663  0.1162E+02
   -1  111  195  306         4.2410  0.4625E+01
   -1  111  196  307         2.9918  0.5066E+01
   -1  111  197  308         4.7019  0.2190E+01
   -1  111  198  309         3.4892  0.2093E+01
   -1  111  199  310         5.2092  0.1024E+01
   -1  111  200  311         4.0071  0.9253E+00
   -1  111  201  312         5.7192  0.5108E+00
   -1  111  202  313         4.5095  0.4590E+00
   -1  111  203  314         6.1787  0.2884E+00
   -1  111  204  315         4.9523  0.2630E+00
   -1  111  205  316         6.5944  0.1789E+00
   -1  111  206  317         5.3681  0.1630E+00
   -1  111  207  318         7.0299  0.1127E+00
   -1  111  208  319         5.8344  0.9977E-01
   -1  111  209  320         7.4961  0.7140E-01
   -1  111  210  321         6.3053  0.6330E-01
   -1  111  211  322         7.9515  0.4720E-01
   -1  111  212  323         6.7646  0.4197E-01
   -1  111  213  324         8.4482  0.3107E-01
   -1  111  214  325         7.2762  0.2750E-01
   -1  111  215  326         8.9031  0.2170E-01
   -1  111  216  327         7.7142  0.1958E-01
   -1  111  217  328         9.3572  0.1550E-01
   -1  111  218  329         8.1742  0.1401E-01
   -1  111  219  330         9.7952  0.1140E-01
   -1  111  220  331         8.6114  0.1036E-01
   -1  111  221  332        10.1991  0.8701E-02
   -1  111  222  333         9.0073  0.7988E-02
   -1  111  223  334        10.5844  0.6800E-02
   -1  111  224  335         9.6353  0.5446E-02
   -1  111  225  336        11.3588  0.4320E-02
   -1  112  183  295         0.0187  0.1529E+09
   -1  112  185  297         1.4574  0.1378E+03
   -1  112  186  298         0.0940  0.1409E+06
   -1  112  187  299         1.8082  0.6107E+02
   -1  112  188  300         0.3537  0.2023E+04
   -1  112  189  301         1.8978  0.4998E+02
   -1  112  190  302         0.4925  0.6538E+03
   -1  112  191  303         2.0874  0.3304E+02
   -1  112  192  304         0.6708  0.2204E+03
   -1  112  193  305         2.1004  0.3187E+02
   -1  112  194  306         0.7476  0.1480E+03
   -1  112  195  307         2.3161  0.1994E+02
   -1  112  196  308         0.9545  0.6019E+02
   -1  112  197  309         2.5185  0.1290E+02
   -1  112  198  310         1.2351  0.2259E+02
   -1  112  199  311         2.9444  0.5424E+01
   -1  112  200  312         1.7232  0.6100E+01
   -1  112  201  313         3.4516  0.2145E+01
   -1  112  202  314         2.2474  0.2055E+01
   -1  112  203  315         3.9480  0.9645E+00
   -1  112  204  316         2.7353  0.8945E+00
   -1  112  205  317         4.4018  0.5040E+00
   -1  112  206  318         3.1622  0.4763E+00
   -1  112  207  319         4.8091  0.2973E+00
   -1  112  208  320         3.5858  0.2730E+00
   -1  112  209  321         5.2297  0.1808E+00
   -1  112  210  322         4.0165  0.1639E+00
   -1  112  211  323         5.6568  0.1138E+00
   -1  112  212  324         4.4548  0.1022E+00
   -1  112  213  325         6.0902  0.7379E-01
   -1  112  214  326         4.9387  0.6355E-01
   -1  112  215  327         6.6209  0.4542E-01
   -1  112  216  328         5.4865  0.3896E-01
   -1  112  217  329         7.1078  0.3011E-01
   -1  112  218  330         5.9180  0.2722E-01
   -1  112  219  331         7.5615  0.2105E-01
   -1  112  220  332         6.3794  0.1903E-01
   -1  112  221  333         8.0034  0.1517E-01
   -1  112  222  334         6.7193  0.1479E-01
   -1  112  223  335         8.1597  0.1346E-01
   -1  112  224  336         6.8727  0.1317E-01
   -1  112  225  337         8.6386  0.9707E-02
   -1  113  179  292         0.1795  0.1040E+07
   -1  113  181  294         0.6219  0.2104E+05
   -1  113  183  296         1.1414  0.2885E+04
   -1  113  185  298         2.7680  0.6566E+02
   -1  113  186  299         1.3815  0.1378E+03
   -1  113  187  300         3.0539  0.3545E+02
   -1  113  188  301         1.6535  0.7054E+02
   -1  113  189  302         3.1507  0.2896E+02
   -1  113  190  303         1.7486  0.5671E+02
   -1  113  191  304         3.3526  0.1958E+02
   -1  113  192  305         1.8552  0.4478E+02
   -1  113  193  306         3.3656  0.1893E+02
   -1  113  194  307         2.1322  0.2500E+02
   -1  113  195  308         3.8297  0.8259E+01
   -1  113  196  309         2.6077  0.9448E+01
   -1  113  197  310         4.2313  0.4151E+01
   -1  113  198  311         2.8478  0.5852E+01
   -1  113  199  312         4.4137  0.3046E+01
   -1  113  200  313         3.0586  0.3900E+01
