Ag131,0.0500275,0.00804512,0.711415,0.140075,0.0198342,0.0427792,0.0067176,0.00869336,0.000922023,22122.2,600,-10,10
Ag131,0.0500291,0.00778068,0.711466,0.13954,0.0198339,0.0427479,0.0067176,0.00869336,0.000922023,22122.3,600,-10,10
Ag131,0.0500291,0.00778068,0.711466,0.13954,0.0198339,0.0427479,0.0067176,0.00869336,0.000922023,22122.3,600,-10,10
Ag130,0.0536964,0.00326095,0.573515,0.0516129,0.00788096,0.010811,0.00592618,0.0071738,0.000831745,108558,600,-10,10
Ag130,0.0542173,0.00323804,0.546952,0.0527504,0.013514,0.014194,0.00592618,0.0071738,0.000831745,108437,1200,-10,10
Ag129,0.0656932,0.00119785,0.175384,0.00821477,0.000620233,0.00184799,0.00605455,0.00778621,0.0011227,1.4447e+06,1200,-10,10
Ag129,0.0647175,0.00121821,0.175759,0.00825857,0.000553998,0.0018282,0.00605455,0.00778621,0.0011227,1.44652e+06,600,-10,10
Ag129,0.0656932,0.00119785,0.175384,0.00821477,0.000620233,0.00184799,0.00605455,0.00778621,0.0011227,1.4447e+06,1200,-10,10
Cd130,0.137526,0.000989992,0.0292411,0.00165456,0.000363438,0.000576555,0.00606004,0.00771956,0.00103087,1.1213e+07,1200,-10,10
Cd131,0.100993,0.0013659,0.123228,0.00501262,0.000161048,0.00215616,0.00608906,0.00774128,0.00105797,3.0682e+06,1200,-10,10
Cd132,0.0921551,0.00194083,0.846194,0.0246903,2.92305e-12,0.00838999,0.00598952,0.00768441,0.00110067,598119,1200,-10,10
Cd133,0.0691348,0.00524816,0.712025,0.0886083,0.06207,0.0283342,0.00676005,0.00809988,0.000974421,67735.9,1200,-10,10
In131,0.24118,0.00610023,0.0228371,0.00370745,0.00230677,0.00218702,0.00588598,0.0076049,0.00103916,1.54706e+06,1200,-10,10
In132,0.208368,0.00809682,0.0901203,0.0113812,0.00951495,0.00744155,0.00608487,0.00781463,0.00115024,495641,1200,-10,10
In133,0.164644,0.00119438,0.791224,0.00680509,0.00332831,0.0011663,0.00597382,0.00766372,0.00106509,6.54554e+06,1200,-10,10
In134,0.132418,0.00130956,0.738996,0.0116007,0.123741,0.00525767,0.00608052,0.0077863,0.00109986,2.72337e+06,1200,-10,10
Sn134,0.92007,0.0495213,0.13911,0.0268819,0.0672126,0.0211618,0.00594018,0.00752549,0.00100256,603963,1200,-10,10
Sn135,0.438823,0.030282,0.0797647,0.0293914,0.0689897,0.0289963,0.00631593,0.00807719,0.000984793,316692,1200,-10,10
Sn136,0.321565,0.0037632,0.157228,0.00467554,0.00148751,0.000985356,0.0059933,0.00766147,0.00106096,6.23951e+06,1200,-10,10
Sn136,0.321565,0.0037632,0.157228,0.00467554,0.00148751,0.000985356,0.0059933,0.00766147,0.00106096,6.23951e+06,1200,-10,10
Sn137,0.216658,0.00418387,0.181346,0.0111327,0.00474512,0.00248088,0.0064398,0.00805203,0.00104643,1.60507e+06,1200,-10,10
Sn138,0.140614,0.0110183,0.140037,0.043622,0.0378019,0.0246638,0.00587867,0.00779185,0.00121748,115216,1200,-10,10
Sn137,0.216658,0.00438059,0.181345,0.0110384,0.00474467,0.00246294,0.0064398,0.00805203,0.00104643,1.60508e+06,1200,-10,10
Sn137,0.216658,0.00425707,0.181344,0.0112215,0.00474496,0.00247172,0.0064398,0.00805203,0.00104643,1.60508e+06,1200,-10,10
Sn137,0.216939,0.00432613,0.182551,0.0111149,0.00350852,0.00224047,0.0064398,0.00805203,0.00104643,1.60603e+06,600,-10,10
Ag131,0.0500275,0.00804512,0.711415,0.140075,0.0198342,0.0427792,0.0067176,0.00869336,0.000922023,22122.2,600,-10,10
Ag131,0.0500275,0.00804512,0.711415,0.140075,0.0198342,0.0427792,0.0067176,0.00869336,0.000922023,22122.2,600,-10,10
